,Country,Region,Year,Happiness Rank,Happiness Score,upperwhisker,lowerwhisker,Economy (GDP per Capita),Family/Social Status,Health (Life Expectancy),freedom to make life choices,Generosity,Perceptions of corruption,Dystopia Residual,Number of Records,ONE,COUNT OF OUTER CIRCLE,lat,long
832,Estonia,Central and Eastern Europe,2020,51,6.0218000410000005,6.0923309329999995,5.95126915,1.192441225,1.453232527,0.842615008,0.576664805,0.12513674800000002,0.201766819,1.629928112,1,1,153,58.777,25.976999999999997
833,Philippines,Southeast Asia,2020,52,6.006000042,6.103722572000001,5.908277512000001,0.7751206759999999,1.245381713,0.602189481,0.6219151620000001,0.12926021199999999,0.13038572699999998,2.501741886,1,1,153,17.180999999999997,121.256
834,Hungary,Central and Eastern Europe,2020,53,6.000400066,6.077767372,5.923032761,1.1643071170000001,1.4230093959999999,0.806793869,0.386401802,0.070491239,0.027548173,2.1218457219999998,1,1,153,47.174,19.618
835,Thailand,Southeast Asia,2020,54,5.9987998010000005,6.082288742,5.91531086,1.007029295,1.3475195169999998,0.7938558459999999,0.609449804,0.376709014,0.031837862,1.8323841090000001,1,1,153,15.687999999999999,100.845
836,Argentina,Latin America and Caribbean,2020,55,5.974699974,6.079445839,5.869954109,1.028465629,1.3725436930000001,0.849773705,0.520840347,0.070100471,0.06041505900000001,2.072540998,1,1,153,-33.166,-64.31
837,Honduras,Latin America and Caribbean,2020,56,5.953199862999999,6.082033634,5.824366092999999,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,1,1,153,14.880999999999998,-87.12299999999999
838,Latvia,Central and Eastern Europe,2020,57,5.9499998089999995,6.018282413,5.881717205,1.14139545,1.414398789,0.7779024240000001,0.329198807,0.075407945,0.090391524,2.121283054,1,1,153,57.016999999999996,25.0173
839,Ecuador,Latin America and Caribbean,2020,58,5.925199986,6.028846263999999,5.8215537070000005,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,1,1,153,-1.151,-78.308
840,Portugal,Western Europe,2020,59,5.9109001160000005,6.015089989,5.8067102429999995,1.168800831,1.3395303490000001,0.979315281,0.5898951889999999,0.053036947,0.027733466000000002,1.752558708,1,1,153,40.957,-7.9373
841,Jamaica,Latin America and Caribbean,2020,60,5.889800072000001,6.126157284,5.65344286,0.779058397,1.408289194,0.7884340879999999,0.553124607,0.116268493,0.030147785,2.214436531,1,1,153,18.163,-77.477
842,South Korea,East Asia,2020,61,5.872399807000001,5.958806515,5.785993099,1.245300651,1.133560538,1.0225425959999999,0.25935635,0.17030386600000003,0.09459628199999999,1.946757078,1,1,153,36.338,128.16
843,Japan,East Asia,2020,62,5.870800018,5.951927662,5.789672375,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.18143963800000001,1.4862003330000002,1,1,153,35.961999999999996,137.855
844,Peru,Latin America and Caribbean,2020,63,5.796800137000001,5.916970253,5.67663002,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,1,1,153,-12.664000000000001,-72.98
845,Serbia,Central and Eastern Europe,2020,64,5.77820015,5.877596378,5.678803921,0.9881818290000001,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.0290400980000003,1,1,153,44.021,20.699
846,Bolivia,Latin America and Caribbean,2020,65,5.747499942999999,5.846765041,5.648234844,0.7309763429999999,1.142350554,0.6624456639999999,0.5744645,0.13837507400000001,0.072942637,2.425928593,1,1,153,-16.71,-65.183
847,Pakistan,South Asia,2020,66,5.69329977,5.78780365,5.598795891,0.616799474,0.872979581,0.46993324200000003,0.405421734,0.22870506300000001,0.122592121,2.9768767360000004,1,1,153,28.1854,66.6429
848,Paraguay,Latin America and Caribbean,2020,67,5.6921000479999995,5.793937682999999,5.590262413,0.897990823,1.36819756,0.7358696459999999,0.586510062,0.20429924100000002,0.065077379,1.83412528,1,1,153,-23.266,-58.409
849,Dominican Republic,Latin America and Caribbean,2020,68,5.6891999239999995,5.826069355,5.552330494,0.9831918479999999,1.328888893,0.7419016959999999,0.5628739,0.112196781,0.115945682,1.844246864,1,1,153,19.01,-70.1685
850,Bosnia and Herzegovina,Central and Eastern Europe,2020,69,5.674099922000001,5.765016556,5.583183289,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,1,1,153,44.342,17.804000000000002
851,Moldova,Commonwealth of Independent States,2020,70,5.607500076,5.690360069,5.5246400829999995,0.7079167959999999,1.237312198,0.713299453,0.38957148799999997,0.174049184,0.014378743999999999,2.370968342,1,1,153,47.523999999999994,28.444000000000003
852,Tajikistan,Commonwealth of Independent States,2020,71,5.555699825,5.619050026,5.492349625,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,1,1,153,38.367,72.597
853,Montenegro,Central and Eastern Europe,2020,72,5.54610014,5.642112255,5.450088023999999,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.09843511099999999,1.880565882,1,1,153,42.857,19.096
854,Russia,Commonwealth of Independent States,2020,73,5.546000004,5.623634815,5.468365192,1.126999617,1.3786441090000001,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,1,1,153,64.736,104.06200000000001
855,Kyrgyzstan,Commonwealth of Independent States,2020,74,5.541500092000001,5.627108097000001,5.455892086,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.0602066519999997,1,1,153,41.74100000000001,75.043
856,Belarus,Commonwealth of Independent States,2020,75,5.539899826,5.6125373839999995,5.467262268,1.0188544990000001,1.38713932,0.75258857,0.29075586800000003,0.08993306,0.193607435,1.8069911,1,1,153,53.3292,27.9492
857,North Cyprus,Western Europe,2020,76,5.53550005,5.635532856,5.435467243,1.21279943,1.183089137,1.0261245970000001,0.477885723,0.19916005399999998,0.199802905,1.23668766,1,1,153,,
858,Greece,Western Europe,2020,77,5.514999866,5.606986046,5.423013687,1.128070116,1.168973565,0.979431748,0.17351634800000001,0.0,0.048844352,2.016179085,1,1,153,39.787,21.616999999999997
859,Hong Kong S.A.R. of China,East Asia,2020,78,5.510399818,5.600596905,5.420202732000001,1.3767460580000002,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,1,1,153,,
860,Croatia,Central and Eastern Europe,2020,79,5.504700184,5.578756332,5.430644035,1.109024286,1.311264873,0.900575578,0.38145688200000005,0.113998979,0.012325006000000001,1.676029205,1,1,153,45.754,16.385
861,Libya,Middle East and North Africa,2020,80,5.488800049,5.607727528,5.36987257,1.021913767,1.196283698,0.615626633,0.45135405700000003,0.14275769900000002,0.17225807899999998,1.888563156,1,1,153,27.24,17.570999999999998
862,Mongolia,East Asia,2020,81,5.4562001229999995,5.535213947000001,5.377186298,0.904872775,1.4589306119999998,0.6157881620000001,0.355703115,0.26388573600000004,0.046533125999999994,1.8105275630000002,1,1,153,46.516000000000005,102.564
863,Malaysia,Southeast Asia,2020,82,5.384300232,5.479953289,5.288647175,1.168421626,1.17400229,0.7885118720000001,0.596941531,0.274886161,0.062163132999999995,1.319420815,1,1,153,4.416,102.09899999999999
864,Vietnam,Southeast Asia,2020,83,5.353499889,5.41974926,5.287250519,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,1,1,153,21.75,105.37299999999999
865,Indonesia,Southeast Asia,2020,84,5.285600185,5.379077435,5.1921229360000005,0.891720712,1.1548008920000001,0.610437036,0.568161428,0.542646527,0.038278612999999996,1.4795734880000002,1,1,153,-0.7390000000000001,114.045
866,Ivory Coast,Sub-Saharan Africa,2020,85,5.233300208999999,5.376567364,5.090033054,0.537094414,0.7997272609999999,0.154942513,0.39712253200000003,0.16991558699999998,0.09349579400000001,3.081022501,1,1,153,7.497000000000001,-5.336
867,Benin,Sub-Saharan Africa,2020,86,5.21600008,5.368408203,5.063591957,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,1,1,153,10.478,2.274
868,Maldives,South Asia,2020,87,5.197599888,5.338691235,5.056508541,0.9378643040000001,1.402287602,0.9144395590000001,0.548203647,0.224198252,0.071906492,1.098674774,1,1,153,4.221,73.46300000000001
869,Congo (Brazzaville),Sub-Saharan Africa,2020,88,5.1943998339999995,5.345376492,5.043423176,0.633616745,0.7576360109999999,0.45810112399999997,0.386514395,0.11721601300000001,0.118670784,2.7226195339999997,1,1,153,0.509,16.08
870,Azerbaijan,Commonwealth of Independent States,2020,89,5.164800167,5.231826782,5.097773552,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.24730718100000001,1.507632971,1,1,153,40.46,47.883
871,Macedonia,Central and Eastern Europe,2020,90,5.1598000530000006,5.251452446,5.068147659,0.935371995,1.183173537,0.802994132,0.41022458700000003,0.18586354,0.024595059,1.6175949569999999,1,1,153,41.636,21.676
872,Ghana,Sub-Saharan Africa,2020,91,5.1479997630000005,5.262923717,5.033075809,0.575862467,0.96636796,0.432162255,0.47729006399999996,0.261291206,0.056570380999999996,2.378437281,1,1,153,7.257999999999999,-1.062
873,Nepal,South Asia,2020,92,5.137199879,5.250276566,5.024123192,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,1,1,153,28.2114,83.5608
874,Turkey,Middle East and North Africa,2020,93,5.131800175,5.20988369,5.05371666,1.127169251,1.197159171,0.781335294,0.25440076,0.08588556900000001,0.120983243,1.5648167130000001,1,1,153,39.144,34.188
875,China,East Asia,2020,94,5.123899937,5.174667358,5.073132515,0.990533412,1.132080674,0.867248535,0.6016051170000001,0.079021044,0.117255554,1.336181879,1,1,153,35.1753,99.3877
876,Turkmenistan,Commonwealth of Independent States,2020,95,5.119100093999999,5.17668438,5.061515808,1.008963585,1.510476947,0.6124480370000001,0.515236676,0.323129326,0.03350389,1.115337372,1,1,153,39.584,59.597
877,Bulgaria,Central and Eastern Europe,2020,96,5.101500034,5.188173293999999,5.014826775,1.046554685,1.4605789180000002,0.7777768970000001,0.417820066,0.10383371300000001,0.0,1.2949614520000001,1,1,153,42.625,24.521
878,Morocco,Middle East and North Africa,2020,97,5.094799995,5.203875065,4.9857249260000005,0.75862211,0.6452084779999999,0.745096922,0.45005413899999996,0.040032551,0.07738560400000001,2.378402472,1,1,153,31.129,-7.355
879,Cameroon,Sub-Saharan Africa,2020,98,5.084899902,5.216800213,4.952999592,0.503958046,0.89972645,0.270189553,0.43924248200000005,0.198020101,0.054393422000000004,2.719370842,1,1,153,4.4,12.130999999999998
880,Venezuela,Latin America and Caribbean,2020,99,5.053199768,5.179189682,4.927209854,0.7702386379999999,1.3485468630000002,0.76702553,0.271717221,0.08717915400000001,0.06362477700000001,1.74484086,1,1,153,6.983,-64.58800000000001
881,Algeria,Middle East and North Africa,2020,100,5.005099773,5.09180212,4.9183974269999995,0.9438560009999999,1.143003583,0.745418549,0.083943799,0.118915014,0.12919065400000002,1.8408117290000001,1,1,153,28.6045,2.64
882,Senegal,Sub-Saharan Africa,2020,101,4.980800152,5.084227562,4.8773727419999995,0.5040618179999999,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949,1,1,153,15.044,-15.081
883,Guinea,Sub-Saharan Africa,2020,102,4.949299812,5.09246254,4.806137085,0.390007734,0.75136596,0.333655238,0.37187805799999996,0.249490842,0.11220455900000001,2.740729809,1,1,153,10.599,-10.907
884,Niger,Sub-Saharan Africa,2020,103,4.909599781,5.060927868,4.758271693999999,0.10833033199999999,0.7038001420000001,0.29881635300000003,0.435311615,0.20817689600000003,0.137554765,3.017630577,1,1,153,16.996,9.915
885,Laos,Southeast Asia,2020,104,4.888599873,4.967526436,4.809673309,0.714693844,0.9873918890000001,0.48637828200000005,0.612027287,0.27266711,0.194273964,1.621152639,1,1,153,19.595,102.538
886,Albania,Central and Eastern Europe,2020,105,4.882699966000001,4.992686749,4.772713184,0.906653047,0.830483913,0.8463296290000001,0.461945891,0.171027765,0.025361285,1.640897036,1,1,153,40.654,20.076
887,Cambodia,Southeast Asia,2020,106,4.8484001160000005,4.962093353,4.734706879,0.544634938,1.0714260340000001,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,1,1,153,12.69,104.444
888,Bangladesh,South Asia,2020,107,4.832799911,4.911443233,4.75415659,0.556156278,0.8688005809999999,0.694940507,0.604130566,0.17674511699999998,0.176735908,1.755261898,1,1,153,24.598000000000003,90.1963
889,Gabon,Sub-Saharan Africa,2020,108,4.829299927,4.9474258419999995,4.711174011000001,0.9880443809999999,1.10639751,0.522574842,0.36945989700000004,0.052013602,0.05580453900000001,1.7350275519999998,1,1,153,-0.406,11.914000000000001
890,South Africa,Sub-Saharan Africa,2020,109,4.814099789,4.931746006,4.696453571,0.9021404390000001,1.259086251,0.407034069,0.43478182,0.12640684800000002,0.05950214,1.6251173019999998,1,1,153,-31.7,23.441
891,Iraq,Middle East and North Africa,2020,110,4.7848000530000006,4.937272072,4.632328033,0.9820187090000001,1.011466622,0.529350698,0.283588052,0.15300206800000002,0.073164992,1.752173662,1,1,153,33.545,43.278
892,Lebanon,Middle East and North Africa,2020,111,4.771500111,4.857257843,4.6857423780000005,0.889232516,1.19249332,0.7886711359999999,0.18551667,0.158524141,0.021518147,1.53554225,1,1,153,34.161,36.021
893,Burkina Faso,Sub-Saharan Africa,2020,112,4.768700123,4.890351772,4.647048473,0.302467644,0.9293859,0.312833875,0.322398156,0.18639060899999998,0.126408055,2.588826418,1,1,153,12.673,-1.226
894,Gambia,Sub-Saharan Africa,2020,113,4.750599861,4.882240772,4.61895895,0.256990552,0.8826786879999999,0.35324788100000004,0.403419524,0.425989687,0.158093795,2.270216465,1,1,153,13.499,-14.640999999999998
895,Mali,Sub-Saharan Africa,2020,114,4.729300021999999,4.8554511069999995,4.603148937,0.35246264899999996,0.97314173,0.234981522,0.377534449,0.16966705,0.06214627599999999,2.559335232,1,1,153,18.211,-2.209
896,Nigeria,Sub-Saharan Africa,2020,115,4.724100113,4.826248168999999,4.621952057,0.645901859,0.986717939,0.16783593600000002,0.435079455,0.221328124,0.047589935,2.2196354869999997,1,1,153,9.3417,7.678
897,Armenia,Commonwealth of Independent States,2020,116,4.676799774,4.791646481,4.561953068,0.8082624079999999,1.0345768929999999,0.77585727,0.37807580799999996,0.107225738,0.104618184,1.468161583,1,1,153,40.56,44.449
898,Georgia,Commonwealth of Independent States,2020,117,4.672599792,4.757698059,4.5875015260000005,0.847198069,0.7311939000000001,0.6946576240000001,0.485494107,0.047609735,0.174088076,1.69239831,1,1,153,42.05,43.576
899,Iran,Middle East and North Africa,2020,118,4.672399998,4.78192091,4.562879086000001,1.029322505,0.8862711790000001,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,1,1,153,33.408,54.0418
900,Jordan,Middle East and North Africa,2020,119,4.6333999630000005,4.748552322,4.518247604,0.785179198,1.140118599,0.777624726,0.42485508299999997,0.091494769,0.151878625,1.262258053,1,1,153,30.680999999999997,36.279
901,Mozambique,Sub-Saharan Africa,2020,120,4.623600006,4.778996944,4.468203068,0.178741366,0.9552028779999999,0.324223638,0.56077534,0.22042210399999998,0.163064316,2.221216202,1,1,153,-13.852,38.042
902,Kenya,Sub-Saharan Africa,2020,121,4.583000183,4.715898037,4.450102329,0.47641339899999996,0.905077755,0.536312759,0.519180536,0.39390209299999995,0.067201078,1.684904575,1,1,153,0.8059999999999999,38.166
903,Namibia,Sub-Saharan Africa,2020,122,4.571100235,4.690628052,4.4515724180000005,0.84008199,1.2457381490000001,0.40687117,0.44459897299999995,0.076454483,0.054320343,1.5030331609999998,1,1,153,-21.276,17.219
904,Ukraine,Commonwealth of Independent States,2020,123,4.56069994,4.658080578,4.4633193019999995,0.780434608,1.321316481,0.6986743809999999,0.319423705,0.17855131600000002,0.00965116,1.2526693340000001,1,1,153,49.364,32.132
905,Liberia,Sub-Saharan Africa,2020,124,4.557899952,4.71853447,4.3972654339999995,0.174103007,0.9207339290000001,0.392284274,0.405943096,0.22696787100000002,0.051139875999999994,2.386757851,1,1,153,6.51,-9.33
906,Palestinian Territories,Middle East and North Africa,2020,125,4.552800179,4.6623148919999995,4.443285465,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.07191365200000001,1.693985701,1,1,153,32.097,35.26
907,Uganda,Sub-Saharan Africa,2020,126,4.43200016,4.566251278,4.2977490430000005,0.31233742800000003,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.9586710930000002,1,1,153,1.9392,32.7415
908,Chad,Sub-Saharan Africa,2020,127,4.422699928,4.570153236,4.27524662,0.30228748899999996,0.739118278,0.1087441,0.22860176899999998,0.210805088,0.085755408,2.74742651,1,1,153,15.981,18.781
909,Tunisia,Middle East and North Africa,2020,128,4.392199993,4.489554405,4.294845581000001,0.874742687,0.8721677059999999,0.781156719,0.23586055600000003,0.055881143,0.043899573,1.528496742,1,1,153,35.594,9.421
910,Mauritania,Sub-Saharan Africa,2020,129,4.374599934,4.482583046,4.266616821,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739,1,1,153,19.413,-10.6528
911,Sri Lanka,South Asia,2020,130,4.327000141,4.431047916,4.222952366,0.897986948,1.19494009,0.792036712,0.528632462,0.25266614600000004,0.049444564,0.611288548,1,1,153,7.3,80.727
912,Congo (Kinshasa),Sub-Saharan Africa,2020,131,4.31099987,4.524636269,4.097363472,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,0.081466645,2.437864304,1,1,153,-1.4180000000000001,23.607
913,Swaziland,Sub-Saharan Africa,2020,132,4.3081002239999995,4.448145866,4.168054581,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.14676587300000002,1.6862072940000001,1,1,153,-26.5203,31.4607
914,Myanmar,Southeast Asia,2020,133,4.308000088,4.392180443,4.223819733,0.67809093,1.098178267,0.49544307600000004,0.5974788670000001,0.569813728,0.18753035399999998,0.6814625259999999,1,1,153,21.840999999999998,96.05
915,Comoros,Sub-Saharan Africa,2020,134,4.288599968,4.453906536,4.1232934000000006,0.41562077399999997,0.723232806,0.43738332399999996,0.18102823199999998,0.258538276,0.100048535,2.17276907,1,1,153,-11.6527,43.3307
916,Togo,Sub-Saharan Africa,2020,135,4.187200069,4.309713363999999,4.064686775,0.268116266,0.547622859,0.34273117799999997,0.303539038,0.200774252,0.114826456,2.409595251,1,1,153,7.7,1.1059999999999999
917,Ethiopia,Sub-Saharan Africa,2020,136,4.186200142,4.262473583,4.109926701,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,1,1,153,8.435,38.786
918,Madagascar,Sub-Saharan Africa,2020,137,4.165599823,4.278382301000001,4.052817345,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,1,1,153,-19.615,46.645
919,Egypt,Middle East and North Africa,2020,138,4.151400089,4.221919537,4.0808806419999994,0.8752289409999999,0.982539535,0.596911311,0.37368473399999996,0.068801254,0.095461793,1.158818245,1,1,153,26.16,28.741999999999997
920,Sierra Leone,Sub-Saharan Africa,2020,139,3.926399946,4.046255588999999,3.8065443039999995,0.24056038300000002,0.747984946,0.20395396600000001,0.38202768600000003,0.257647008,0.047940935999999996,2.046271801,1,1,153,8.677,-11.779000000000002
921,Burundi,Sub-Saharan Africa,2020,140,3.775300026,3.98526001,3.565340042,0.0,0.403575271,0.295212835,0.275399059,0.18740178600000001,0.212186828,2.4015073780000002,1,1,153,-3.333,29.749000000000002
922,Zambia,Sub-Saharan Africa,2020,141,3.759399891,3.878326178,3.640473604,0.536833763,0.8960372809999999,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,1,1,153,-15.13,25.268
923,Haiti,Latin America and Caribbean,2020,142,3.720799923,3.919667482,3.521932364,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916,1,1,153,19.3175,-72.4205
924,Lesotho,Sub-Saharan Africa,2020,143,3.6528000830000003,3.813757181,3.491842985,0.45493874,1.088940024,0.100934811,0.40936753200000003,0.10262764199999999,0.050483823,1.445513964,1,1,153,-29.445999999999998,28.371
925,India,South Asia,2020,144,3.573299885,3.6275963780000002,3.519003391,0.730576158,0.644198656,0.54057014,0.5811422470000001,0.237072483,0.105587982,0.7341308590000001,1,1,153,22.741,78.236
926,Malawi,Sub-Saharan Africa,2020,145,3.538000107,3.675710678,3.4002895360000003,0.176534727,0.53036809,0.446163297,0.487389833,0.21318505699999998,0.131633952,1.5527182819999998,1,1,153,-13.2731,33.7428
927,Yemen,Middle East and North Africa,2020,146,3.5274000169999997,3.633549929,3.421250105,0.392701775,1.177477121,0.41500017,0.243721485,0.09468901199999999,0.08735212699999999,1.1164727209999998,1,1,153,15.569,47.793
928,Botswana,Sub-Saharan Africa,2020,147,3.4788999560000002,3.597563744,3.360236168,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.25724053399999997,1,1,153,-22.125999999999998,23.662
929,Tanzania,Sub-Saharan Africa,2020,148,3.4762001039999997,3.600091219,3.352308989,0.457163125,0.872674644,0.442677855,0.5093430879999999,0.27154091,0.20388086100000002,0.718963385,1,1,153,-5.651,34.146
930,Central African Republic,Sub-Saharan Africa,2020,149,3.475899935,3.701658487,3.250141382,0.041072082,0.0,0.0,0.292814463,0.253513217,0.028264717999999998,2.8601975439999996,1,1,153,7.042999999999999,21.424
931,Rwanda,Sub-Saharan Africa,2020,150,3.312299967,3.415053368,3.209546566,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,1,1,153,-1.8869999999999998,29.904
932,Zimbabwe,Sub-Saharan Africa,2020,151,3.2992000580000003,3.414201975,3.1841981410000004,0.425564021,1.0478352309999999,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,1,1,153,-19.098,30.046999999999997
933,South Sudan,Sub-Saharan Africa,2020,152,2.8166000839999996,3.027516365,2.605683804,0.289082974,0.5532785060000001,0.208809033,0.065609254,0.209934607,0.111156799,1.3787512780000002,1,1,153,7.1,30.48
934,Afghanistan,South Asia,2020,153,2.566900015,2.6282703880000002,2.505529642,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,1.507235646,1,1,153,34.023,65.5267
