,Country,Region,Year,Happiness Rank,Happiness Score,upperwhisker,lowerwhisker,Economy (GDP per Capita),Family/Social Status,Health (Life Expectancy),freedom to make life choices,Generosity,Perceptions of corruption,Dystopia Residual,Number of Records,ONE,COUNT OF OUTER CIRCLE,lat,long
684,Honduras,Latin America and Caribbean,2019,59,5.86,No data,No data,0.642,1.236,0.828,0.507,0.24600000000000002,0.078,No Data,1,1,156,14.880999999999998,-87.12299999999999
685,Kazakhstan,Central and Eastern Europe,2019,60,5.809,No data,No data,1.173,1.508,0.7290000000000001,0.41,0.146,0.096,No Data,1,1,156,48.86600000000001,69.77199999999999
686,Bolivia,Latin America and Caribbean,2019,61,5.779,No data,No data,0.7759999999999999,1.209,0.706,0.511,0.13699999999999998,0.064,No Data,1,1,156,-16.71,-65.183
687,Hungary,Central and Eastern Europe,2019,62,5.757999999999999,No data,No data,1.2009999999999998,1.41,0.828,0.19899999999999998,0.081,0.02,No Data,1,1,156,47.174,19.618
688,Paraguay,Latin America and Caribbean,2019,63,5.742999999999999,No data,No data,0.855,1.475,0.777,0.514,0.184,0.08,No Data,1,1,156,-23.266,-58.409
689,Northern Cyprus,Western Europe,2019,64,5.718,No data,No data,1.263,1.252,1.042,0.41700000000000004,0.191,0.162,No Data,1,1,156,35.214,33.675
690,Peru,Latin America and Caribbean,2019,65,5.697,No data,No data,0.96,1.274,0.8540000000000001,0.455,0.083,0.027000000000000003,No Data,1,1,156,-12.664000000000001,-72.98
691,Portugal,Western Europe,2019,66,5.693,No data,No data,1.2209999999999999,1.431,0.9990000000000001,0.508,0.047,0.025,No Data,1,1,156,40.957,-7.9373
692,Pakistan,South Asia,2019,67,5.653,No data,No data,0.677,0.8859999999999999,0.535,0.313,0.22,0.098,No Data,1,1,156,28.1854,66.6429
693,Russia,Central and Eastern Europe,2019,68,5.648,No data,No data,1.183,1.452,0.726,0.33399999999999996,0.08199999999999999,0.031,No Data,1,1,156,64.736,104.06200000000001
694,Philippines,Southeast Asia,2019,69,5.631,No data,No data,0.807,1.2930000000000001,0.657,0.5579999999999999,0.11699999999999999,0.107,No Data,1,1,156,17.180999999999997,121.256
695,Serbia,Central and Eastern Europe,2019,70,5.603,No data,No data,1.004,1.383,0.8540000000000001,0.282,0.13699999999999998,0.039,No Data,1,1,156,44.021,20.699
696,Moldova,Central and Eastern Europe,2019,71,5.529,No data,No data,0.685,1.328,0.7390000000000001,0.245,0.18100000000000002,0.0,No Data,1,1,156,47.523999999999994,28.444000000000003
697,Libya,Middle East and Northern Africa,2019,72,5.525,No data,No data,1.044,1.3030000000000002,0.6729999999999999,0.41600000000000004,0.133,0.152,No Data,1,1,156,27.24,17.570999999999998
698,Montenegro,Central and Eastern Europe,2019,73,5.523,No data,No data,1.051,1.361,0.871,0.19699999999999998,0.142,0.08,No Data,1,1,156,42.857,19.096
699,Tajikistan,Central and Eastern Europe,2019,74,5.4670000000000005,No data,No data,0.493,1.0979999999999999,0.718,0.389,0.23,0.14400000000000002,No Data,1,1,156,38.367,72.597
700,Croatia,Central and Eastern Europe,2019,75,5.432,No data,No data,1.155,1.266,0.914,0.29600000000000004,0.11900000000000001,0.022000000000000002,No Data,1,1,156,45.754,16.385
701,Hong Kong,East Asia,2019,76,5.43,No data,No data,1.4380000000000002,1.2770000000000001,1.122,0.44,0.258,0.287,No Data,1,1,156,22.4114,114.0599
702,Dominican Republic,Latin America and Caribbean,2019,77,5.425,No data,No data,1.015,1.401,0.779,0.49700000000000005,0.113,0.10099999999999999,No Data,1,1,156,19.01,-70.1685
703,Bosnia and Herzegovina,Central and Eastern Europe,2019,78,5.386,No data,No data,0.945,1.212,0.845,0.212,0.263,0.006,No Data,1,1,156,44.342,17.804000000000002
704,Turkey,Middle East and Northern Africa,2019,79,5.372999999999999,No data,No data,1.183,1.36,0.8079999999999999,0.195,0.083,0.106,No Data,1,1,156,39.144,34.188
705,Malaysia,Southeast Asia,2019,80,5.3389999999999995,No data,No data,1.2209999999999999,1.171,0.828,0.508,0.26,0.024,No Data,1,1,156,4.416,102.09899999999999
706,Belarus,Central and Eastern Europe,2019,81,5.3229999999999995,No data,No data,1.067,1.465,0.789,0.235,0.094,0.142,No Data,1,1,156,53.3292,27.9492
707,Greece,Western Europe,2019,82,5.287000000000001,No data,No data,1.181,1.156,0.9990000000000001,0.067,0.0,0.034,No Data,1,1,156,39.787,21.616999999999997
708,Mongolia,East Asia,2019,83,5.285,No data,No data,0.948,1.531,0.667,0.317,0.235,0.038,No Data,1,1,156,46.516000000000005,102.564
709,North Macedonia,Central and Eastern Europe,2019,84,5.274,No data,No data,0.983,1.294,0.838,0.345,0.185,0.034,No Data,1,1,156,41.636,21.676
710,Nigeria,Sub-Saharan Africa,2019,85,5.265,No data,No data,0.696,1.111,0.245,0.426,0.215,0.040999999999999995,No Data,1,1,156,9.3417,7.678
711,Kyrgyzstan,Central and Eastern Europe,2019,86,5.261,No data,No data,0.551,1.4380000000000002,0.723,0.508,0.3,0.023,No Data,1,1,156,41.74100000000001,75.043
712,Turkmenistan,Central and Eastern Europe,2019,87,5.247000000000001,No data,No data,1.052,1.538,0.657,0.39399999999999996,0.244,0.027999999999999997,No Data,1,1,156,39.584,59.597
713,Algeria,Middle East and Northern Africa,2019,88,5.211,No data,No data,1.002,1.16,0.785,0.086,0.073,0.114,No Data,1,1,156,28.6045,2.64
714,Morocco,Middle East and Northern Africa,2019,89,5.207999999999999,No data,No data,0.8009999999999999,0.782,0.782,0.418,0.036000000000000004,0.076,No Data,1,1,156,31.129,-7.355
715,Azerbaijan,Central and Eastern Europe,2019,90,5.207999999999999,No data,No data,1.043,1.147,0.769,0.35100000000000003,0.035,0.182,No Data,1,1,156,40.46,47.883
716,Lebanon,Middle East and Northern Africa,2019,91,5.197,No data,No data,0.987,1.224,0.815,0.21600000000000003,0.166,0.027000000000000003,No Data,1,1,156,34.161,36.021
717,Indonesia,Southeast Asia,2019,92,5.192,No data,No data,0.9309999999999999,1.203,0.66,0.491,0.498,0.027999999999999997,No Data,1,1,156,-0.7390000000000001,114.045
718,China,East Asia,2019,93,5.191,No data,No data,1.0290000000000001,1.125,0.893,0.521,0.057999999999999996,0.1,No Data,1,1,156,35.1753,99.3877
719,Vietnam,Southeast Asia,2019,94,5.175,No data,No data,0.741,1.3459999999999999,0.851,0.5429999999999999,0.147,0.073,No Data,1,1,156,21.75,105.37299999999999
720,Bhutan,South Asia,2019,95,5.082,No data,No data,0.813,1.321,0.604,0.457,0.37,0.16699999999999998,No Data,1,1,156,27.5342,90.3002
721,Cameroon,Sub-Saharan Africa,2019,96,5.044,No data,No data,0.5489999999999999,0.91,0.331,0.381,0.187,0.037000000000000005,No Data,1,1,156,4.4,12.130999999999998
722,Bulgaria,Central and Eastern Europe,2019,97,5.011,No data,No data,1.092,1.5130000000000001,0.815,0.311,0.081,0.004,No Data,1,1,156,42.625,24.521
723,Ghana,Sub-Saharan Africa,2019,98,4.996,No data,No data,0.611,0.868,0.486,0.381,0.245,0.04,No Data,1,1,156,7.257999999999999,-1.062
724,Ivory Coast,Sub-Saharan Africa,2019,99,4.944,No data,No data,0.569,0.8079999999999999,0.23199999999999998,0.35200000000000004,0.154,0.09,No Data,1,1,156,7.497000000000001,-5.336
725,Nepal,South Asia,2019,100,4.913,No data,No data,0.446,1.226,0.677,0.439,0.285,0.08900000000000001,No Data,1,1,156,28.2114,83.5608
726,Jordan,Middle East and Northern Africa,2019,101,4.906000000000001,No data,No data,0.8370000000000001,1.225,0.815,0.38299999999999995,0.11,0.13,No Data,1,1,156,30.680999999999997,36.279
727,Benin,Sub-Saharan Africa,2019,102,4.883,No data,No data,0.39299999999999996,0.43700000000000006,0.397,0.349,0.175,0.08199999999999999,No Data,1,1,156,10.478,2.274
728,Congo (Brazzaville),Sub-Saharan Africa,2019,103,4.812,No data,No data,0.6729999999999999,0.799,0.508,0.37200000000000005,0.105,0.09300000000000001,No Data,1,1,156,0.509,16.08
729,Gabon,Sub-Saharan Africa,2019,104,4.7989999999999995,No data,No data,1.057,1.183,0.5710000000000001,0.295,0.043,0.055,No Data,1,1,156,-0.406,11.914000000000001
730,Laos,Southeast Asia,2019,105,4.796,No data,No data,0.764,1.03,0.551,0.547,0.266,0.16399999999999998,No Data,1,1,156,19.595,102.538
731,South Africa,Sub-Saharan Africa,2019,106,4.7219999999999995,No data,No data,0.96,1.351,0.469,0.389,0.13,0.055,No Data,1,1,156,-31.7,23.441
732,Albania,Central and Eastern Europe,2019,107,4.718999999999999,No data,No data,0.9470000000000001,0.848,0.8740000000000001,0.38299999999999995,0.17800000000000002,0.027000000000000003,No Data,1,1,156,40.654,20.076
733,Venezuela,Latin America and Caribbean,2019,108,4.707,No data,No data,0.96,1.4269999999999998,0.805,0.154,0.064,0.047,No Data,1,1,156,6.983,-64.58800000000001
734,Cambodia,Southeast Asia,2019,109,4.7,No data,No data,0.574,1.122,0.637,0.609,0.23199999999999998,0.062,No Data,1,1,156,12.69,104.444
735,Palestinian Territories,Middle East and Northern Africa,2019,110,4.696000000000001,No data,No data,0.657,1.247,0.672,0.225,0.10300000000000001,0.066,No Data,1,1,156,32.097,35.26
736,Senegal,Sub-Saharan Africa,2019,111,4.681,No data,No data,0.45,1.1340000000000001,0.5710000000000001,0.292,0.153,0.07200000000000001,No Data,1,1,156,15.044,-15.081
737,Somalia,Sub-Saharan Africa,2019,112,4.668,No data,No data,0.0,0.698,0.268,0.5589999999999999,0.243,0.27,No Data,1,1,156,2.875,43.446000000000005
738,Namibia,Sub-Saharan Africa,2019,113,4.638999999999999,No data,No data,0.879,1.3130000000000002,0.47700000000000004,0.401,0.07,0.055999999999999994,No Data,1,1,156,-21.276,17.219
739,Niger,Sub-Saharan Africa,2019,114,4.628,No data,No data,0.138,0.774,0.366,0.318,0.188,0.102,No Data,1,1,156,16.996,9.915
740,Burkina Faso,Sub-Saharan Africa,2019,115,4.587,No data,No data,0.331,1.056,0.38,0.255,0.177,0.113,No Data,1,1,156,12.673,-1.226
741,Armenia,Central and Eastern Europe,2019,116,4.559,No data,No data,0.85,1.055,0.815,0.28300000000000003,0.095,0.064,No Data,1,1,156,40.56,44.449
742,Iran,Middle East and Northern Africa,2019,117,4.548,No data,No data,1.1,0.8420000000000001,0.785,0.305,0.27,0.125,No Data,1,1,156,33.408,54.0418
743,Guinea,Sub-Saharan Africa,2019,118,4.534,No data,No data,0.38,0.8290000000000001,0.375,0.332,0.207,0.086,No Data,1,1,156,10.599,-10.907
744,Georgia,Central and Eastern Europe,2019,119,4.519,No data,No data,0.8859999999999999,0.6659999999999999,0.752,0.34600000000000003,0.043,0.16399999999999998,No Data,1,1,156,42.05,43.576
745,Gambia,Sub-Saharan Africa,2019,120,4.516,No data,No data,0.308,0.9390000000000001,0.428,0.382,0.26899999999999996,0.16699999999999998,No Data,1,1,156,13.499,-14.640999999999998
746,Kenya,Sub-Saharan Africa,2019,121,4.5089999999999995,No data,No data,0.512,0.983,0.581,0.431,0.37200000000000005,0.053,No Data,1,1,156,0.8059999999999999,38.166
747,Mauritania,Sub-Saharan Africa,2019,122,4.49,No data,No data,0.57,1.167,0.489,0.066,0.106,0.08800000000000001,No Data,1,1,156,19.413,-10.6528
748,Mozambique,Sub-Saharan Africa,2019,123,4.466,No data,No data,0.204,0.986,0.39,0.494,0.19699999999999998,0.138,No Data,1,1,156,-13.852,38.042
749,Tunisia,Middle East and Northern Africa,2019,124,4.461,No data,No data,0.9209999999999999,1.0,0.815,0.16699999999999998,0.059000000000000004,0.055,No Data,1,1,156,35.594,9.421
750,Bangladesh,South Asia,2019,125,4.456,No data,No data,0.562,0.9279999999999999,0.723,0.527,0.166,0.14300000000000002,No Data,1,1,156,24.598000000000003,90.1963
751,Iraq,Middle East and Northern Africa,2019,126,4.437,No data,No data,1.043,0.98,0.574,0.24100000000000002,0.14800000000000002,0.08900000000000001,No Data,1,1,156,33.545,43.278
752,Congo (Kinshasa),Sub-Saharan Africa,2019,127,4.418,No data,No data,0.094,1.125,0.35700000000000004,0.26899999999999996,0.212,0.053,No Data,1,1,156,-1.4180000000000001,23.607
753,Mali,Sub-Saharan Africa,2019,128,4.39,No data,No data,0.385,1.105,0.308,0.327,0.153,0.052000000000000005,No Data,1,1,156,18.211,-2.209
754,Sierra Leone,Sub-Saharan Africa,2019,129,4.374,No data,No data,0.268,0.841,0.242,0.309,0.252,0.045,No Data,1,1,156,8.677,-11.779000000000002
755,Sri Lanka,South Asia,2019,130,4.3660000000000005,No data,No data,0.9490000000000001,1.265,0.831,0.47,0.244,0.047,No Data,1,1,156,7.3,80.727
756,Myanmar,Southeast Asia,2019,131,4.36,No data,No data,0.71,1.181,0.555,0.525,0.5660000000000001,0.172,No Data,1,1,156,21.840999999999998,96.05
757,Chad,Sub-Saharan Africa,2019,132,4.35,No data,No data,0.35,0.7659999999999999,0.192,0.174,0.198,0.078,No Data,1,1,156,15.981,18.781
758,Ukraine,Central and Eastern Europe,2019,133,4.332,No data,No data,0.82,1.39,0.7390000000000001,0.17800000000000002,0.187,0.01,No Data,1,1,156,49.364,32.132
759,Ethiopia,Sub-Saharan Africa,2019,134,4.2860000000000005,No data,No data,0.336,1.033,0.532,0.344,0.209,0.1,No Data,1,1,156,8.435,38.786
760,Swaziland,Sub-Saharan Africa,2019,135,4.212,No data,No data,0.8109999999999999,1.149,0.0,0.313,0.07400000000000001,0.135,No Data,1,1,156,-26.5203,31.4607
761,Uganda,Sub-Saharan Africa,2019,136,4.189,No data,No data,0.332,1.069,0.44299999999999995,0.35600000000000004,0.252,0.06,No Data,1,1,156,1.9392,32.7415
762,Egypt,Middle East and Northern Africa,2019,137,4.166,No data,No data,0.9129999999999999,1.0390000000000001,0.644,0.24100000000000002,0.076,0.067,No Data,1,1,156,26.16,28.741999999999997
763,Zambia,Sub-Saharan Africa,2019,138,4.107,No data,No data,0.578,1.058,0.426,0.431,0.247,0.087,No Data,1,1,156,-15.13,25.268
764,Togo,Sub-Saharan Africa,2019,139,4.085,No data,No data,0.275,0.5720000000000001,0.41,0.293,0.177,0.085,No Data,1,1,156,7.7,1.1059999999999999
765,India,South Asia,2019,140,4.015,No data,No data,0.755,0.765,0.588,0.498,0.2,0.085,No Data,1,1,156,22.741,78.236
766,Liberia,Sub-Saharan Africa,2019,141,3.975,No data,No data,0.073,0.922,0.44299999999999995,0.37,0.233,0.033,No Data,1,1,156,6.51,-9.33
767,Comoros,Sub-Saharan Africa,2019,142,3.9730000000000003,No data,No data,0.27399999999999997,0.757,0.505,0.142,0.275,0.078,No Data,1,1,156,-11.6527,43.3307
768,Madagascar,Sub-Saharan Africa,2019,143,3.9330000000000003,No data,No data,0.27399999999999997,0.9159999999999999,0.555,0.14800000000000002,0.16899999999999998,0.040999999999999995,No Data,1,1,156,-19.615,46.645
769,Lesotho,Sub-Saharan Africa,2019,144,3.802,No data,No data,0.489,1.169,0.168,0.359,0.107,0.09300000000000001,No Data,1,1,156,-29.445999999999998,28.371
770,Burundi,Sub-Saharan Africa,2019,145,3.775,No data,No data,0.046,0.447,0.38,0.22,0.17600000000000002,0.18,No Data,1,1,156,-3.333,29.749000000000002
771,Zimbabwe,Sub-Saharan Africa,2019,146,3.6630000000000003,No data,No data,0.366,1.114,0.433,0.361,0.151,0.08900000000000001,No Data,1,1,156,-19.098,30.046999999999997
772,Haiti,Latin America and Caribbean,2019,147,3.597,No data,No data,0.32299999999999995,0.688,0.449,0.026000000000000002,0.419,0.11,No Data,1,1,156,19.3175,-72.4205
773,Botswana,Sub-Saharan Africa,2019,148,3.488,No data,No data,1.041,1.145,0.5379999999999999,0.455,0.025,0.1,No Data,1,1,156,-22.125999999999998,23.662
774,Syria,Middle East and Northern Africa,2019,149,3.4619999999999997,No data,No data,0.619,0.37799999999999995,0.44,0.013000000000000001,0.331,0.141,No Data,1,1,156,35.303000000000004,38.321999999999996
775,Malawi,Sub-Saharan Africa,2019,150,3.41,No data,No data,0.191,0.56,0.495,0.44299999999999995,0.218,0.08900000000000001,No Data,1,1,156,-13.2731,33.7428
776,Yemen,Middle East and Northern Africa,2019,151,3.38,No data,No data,0.287,1.163,0.46299999999999997,0.14300000000000002,0.10800000000000001,0.077,No Data,1,1,156,15.569,47.793
777,Rwanda,Sub-Saharan Africa,2019,152,3.3339999999999996,No data,No data,0.359,0.711,0.614,0.555,0.217,0.41100000000000003,No Data,1,1,156,-1.8869999999999998,29.904
778,Tanzania,Sub-Saharan Africa,2019,153,3.2310000000000003,No data,No data,0.47600000000000003,0.885,0.499,0.41700000000000004,0.276,0.147,No Data,1,1,156,-5.651,34.146
779,Afghanistan,South Asia,2019,154,3.2030000000000003,No data,No data,0.35,0.517,0.361,0.0,0.158,0.025,No Data,1,1,156,34.023,65.5267
780,Central African Republic,Sub-Saharan Africa,2019,155,3.083,No data,No data,0.026000000000000002,0.0,0.105,0.225,0.235,0.035,No Data,1,1,156,7.042999999999999,21.424
781,South Sudan,Sub-Saharan Africa,2019,156,2.853,No data,No data,0.306,0.575,0.295,0.01,0.20199999999999999,0.091,No Data,1,1,156,7.1,30.48
782,Finland,Western Europe,2020,1,7.808700085,7.869766235,7.7476339339999996,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.7628350260000003,1,1,153,62.716,26.191999999999997
783,Denmark,Western Europe,2020,2,7.645599842,7.711244582999999,7.579955101,1.326948524,1.5034492019999999,0.979332566,0.665039897,0.24279339600000002,0.49526032799999997,2.432740688,1,1,153,56.113,9.096
784,Switzerland,Western Europe,2020,3,7.559899807000001,7.628527641,7.491271973,1.39077425,1.4724034069999998,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741,1,1,153,46.7794,8.0329
785,Iceland,Western Europe,2020,4,7.504499912000001,7.6213469510000005,7.387652874,1.326501608,1.5475674869999998,1.000843406,0.661980748,0.362330228,0.14454077199999998,2.460688114,1,1,153,64.82600000000001,-18.417
786,Norway,Western Europe,2020,5,7.487999916000001,7.55628109,7.419718742000001,1.42420733,1.4951725009999999,1.0080718990000002,0.670200884,0.287985086,0.43410056799999996,2.168266296,1,1,153,61.3701,9.3031
787,Netherlands,Western Europe,2020,6,7.448900223,7.5033721920000005,7.394428252999999,1.338946342,1.463645935,0.9756753440000001,0.61362648,0.336317569,0.368569762,2.352117062,1,1,153,52.1704,5.0102
788,Sweden,Western Europe,2020,7,7.353499889,7.424519062000001,7.282480717,1.322235227,1.4333477019999998,0.9864704609999999,0.6502977010000001,0.272827893,0.442066371,2.246299267,1,1,153,66.2188,19.0
789,New Zealand,North America,2020,8,7.2996001239999995,7.376952648,7.222247601,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.46126827600000003,2.128108025,1,1,153,-42.558,172.377
790,Austria,Western Europe,2020,9,7.294199944,7.359595776,7.2288041110000005,1.317285538,1.437444925,1.000933528,0.6033688779999999,0.255509764,0.28125613899999996,2.398446083,1,1,153,47.65,14.705
791,Luxembourg,Western Europe,2020,10,7.2375001910000005,7.297969817999999,7.177030563,1.536676049,1.3875284190000001,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,1,1,153,49.67100000000001,6.1129999999999995
792,Canada,North America,2020,11,7.23210001,7.311294556,7.152905464,1.301647663,1.4353919030000002,1.022501945,0.644028127,0.28152892,0.35170185600000003,2.195269108,1,1,153,59.2067,-111.1937
793,Australia,North America,2020,12,7.222799778,7.30480814,7.140791416,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,1,1,153,-24.578000000000003,133.582
794,United Kingdom,Western Europe,2020,13,7.164500237,7.237337589,7.091662884,1.273061037,1.457844973,0.97570008,0.525168657,0.37343344100000003,0.322601646,2.2367219919999997,1,1,153,52.288999999999994,-1.2590000000000001
795,Israel,Middle East and North Africa,2020,14,7.128600121,7.211929798,7.045270443,1.216463685,1.4032567740000002,1.008052945,0.42069947700000004,0.26686179600000004,0.09989845,2.713358402,1,1,153,30.991999999999997,34.834
796,Costa Rica,Latin America and Caribbean,2020,15,7.121399879,7.209239482999999,7.033560276,0.981107712,1.374853611,0.9396353359999999,0.6450177429999999,0.131266311,0.096362092,2.953135014,1,1,153,10.126,-84.075
797,Ireland,Western Europe,2020,16,7.093699932000001,7.171832085,7.01556778,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.37343326200000004,1.943878174,1,1,153,53.214,-7.587999999999999
798,Germany,Western Europe,2020,17,7.075799942000001,7.145595074,7.00600481,1.314184546,1.3685437440000001,0.9721148009999999,0.564274132,0.252037704,0.309362292,2.2952494619999997,1,1,153,51.3819,9.9877
799,United States,North America,2020,18,6.939599991000001,7.032339573,6.846860409,1.37398684,1.4047867059999999,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,1,1,153,40.0792,-98.8164
800,Czech Republic,Central and Eastern Europe,2020,19,6.9109001160000005,6.9949669839999995,6.826833248,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,1,1,153,49.848,15.2812
801,Belgium,Western Europe,2020,20,6.863500117999999,6.930866241,6.796133995,1.2958427670000001,1.3986775880000002,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,1,1,153,50.6745,4.4588
802,United Arab Emirates,Middle East and North Africa,2020,21,6.790800095,6.8705687520000005,6.711031437000001,1.4310864209999998,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,1,1,153,23.9299,53.9031
803,Malta,Western Europe,2020,22,6.772799968999999,6.856997967000001,6.688601971000001,1.2525132890000001,1.442956924,0.9720420240000001,0.633239031,0.341180831,0.17886407699999998,1.9520120619999999,1,1,153,35.9024,14.4137
804,France,Western Europe,2020,23,6.663799762999999,6.7374501229999995,6.590149403,1.268129349,1.458839178,1.029714227,0.5140509010000001,0.112607703,0.227303237,2.053198338,1,1,153,46.656000000000006,2.543
805,Mexico,Latin America and Caribbean,2020,24,6.465000152999999,6.559319972999999,6.370680332,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.6625401969999998,1,1,153,22.925,-101.68
806,Taiwan Province of China,East Asia,2020,25,6.45539999,6.532113552,6.378686428,1.3274705409999998,1.357760668,0.8784379959999999,0.44940438899999996,0.150598705,0.131516352,2.1602387430000003,1,1,153,,
807,Uruguay,Latin America and Caribbean,2020,26,6.440100192999999,6.529121399,6.351078987,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.19342507399999997,2.167276382,1,1,153,-32.948,-56.248999999999995
808,Saudi Arabia,Middle East and North Africa,2020,27,6.406499863,6.517305851000001,6.2956938739999995,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,1,1,153,24.191,44.32
809,Spain,Western Europe,2020,28,6.4008998870000005,6.483808517000001,6.317991257,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,1,1,153,40.617,-3.388
810,Guatemala,Latin America and Caribbean,2020,29,6.398900032,6.5133605,6.2844395639999995,0.7538157109999999,1.174267054,0.705952585,0.613146722,0.170611665,0.09836030000000001,2.882723093,1,1,153,15.124,-90.711
811,Italy,Western Europe,2020,30,6.38740015,6.47224474,6.302555561,1.236396074,1.3472959999999998,1.0225049259999999,0.321305573,0.17026621100000003,0.040145598,2.249505997,1,1,153,44.3713,11.1084
812,Singapore,Southeast Asia,2020,31,6.377099991000001,6.442287445,6.311912537,1.519580126,1.39545691,1.137814283,0.635317206,0.21877090600000001,0.533162236,0.9370317459999999,1,1,153,1.3389,103.8297
813,Brazil,Latin America and Caribbean,2020,32,6.375599861,6.455549717,6.295650005,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,1,1,153,-11.694,-48.978
814,Slovenia,Central and Eastern Europe,2020,33,6.363399982000001,6.449328899,6.277471066,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,1,1,153,46.037,14.534
815,El Salvador,Latin America and Caribbean,2020,34,6.34829998,6.462466717000001,6.234133244,0.748940408,1.149397612,0.752730012,0.5240439179999999,0.11893630000000001,0.11703035199999999,2.937191725,1,1,153,13.847999999999999,-89.229
816,Kosovo,Central and Eastern Europe,2020,35,6.325200081,6.427544117,6.222856045,0.8404813409999999,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.7369027139999997,1,1,153,42.54600000000001,20.921
817,Panama,Latin America and Caribbean,2020,36,6.304800033999999,6.421860695,6.187739372,1.097667813,1.3761492969999998,0.878546536,0.57984978,0.097207308,0.054230525999999994,2.221176147,1,1,153,8.347999999999999,-81.005
818,Slovakia,Central and Eastern Europe,2020,37,6.280600071,6.35683918,6.204360962000001,1.194837689,1.424331188,0.853465259,0.423542529,0.11672977400000001,0.011291441000000001,2.256422043,1,1,153,48.8595,19.4434
819,Uzbekistan,Commonwealth of Independent States,2020,38,6.257599831,6.36388588,6.151313782000001,0.6966529490000001,1.4340200419999998,0.716703713,0.6932703259999999,0.36331102299999996,0.280260265,2.073346615,1,1,153,41.757,63.958
820,Chile,Latin America and Caribbean,2020,39,6.228499889,6.318118572,6.138881207000001,1.096992493,1.323286891,0.889260828,0.41748222700000004,0.155579001,0.06284935,2.283012867,1,1,153,-23.176,-69.20100000000001
821,Bahrain,Middle East and North Africa,2020,40,6.227300167,6.387789249,6.066811085,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.12669725699999998,1.751917362,1,1,153,26.025,50.5534
822,Lithuania,Central and Eastern Europe,2020,41,6.215499877999999,6.302118301,6.128881454,1.193559647,1.4328657390000001,0.795421183,0.42046079,0.053691040999999995,0.081350274,2.2381460669999997,1,1,153,55.342,24.23
823,Trinidad and Tobago,Latin America and Caribbean,2020,42,6.1918997760000005,6.416218757999999,5.967580795,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,1,1,153,10.4435,-61.2604
824,Poland,Central and Eastern Europe,2020,43,6.1862998010000005,6.2558803560000005,6.116719246000001,1.16922915,1.310399771,0.868038476,0.557903528,0.06337424400000001,0.160541251,2.056797981,1,1,153,52.442,19.72
825,Colombia,Latin America and Caribbean,2020,44,6.163400172999999,6.274102687999999,6.052697659,0.93220371,1.33445096,0.8100201490000001,0.526890039,0.092374094,0.04584837,2.4216566090000002,1,1,153,3.7939999999999996,-73.60600000000001
826,Cyprus,Western Europe,2020,45,6.15899992,6.258187771,6.0598120689999995,1.21279943,1.149170756,1.0261245970000001,0.45938587200000003,0.227932334,0.051207144,2.032334805,1,1,153,34.894,32.928000000000004
827,Nicaragua,Latin America and Caribbean,2020,46,6.13710022,6.262318611,6.011881828,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,1,1,153,12.692,-85.03
828,Romania,Central and Eastern Europe,2020,47,6.123700142000001,6.216668128999999,6.030732155,1.1204016209999998,1.1944381000000002,0.79229486,0.534852326,0.068181619,0.0008295689999999999,2.4127497669999998,1,1,153,45.933,25.119
829,Kuwait,Middle East and North Africa,2020,48,6.102099895,6.206563472999999,5.997636318,1.424833655,1.244779825,0.776468933,0.5702614189999999,0.132751092,0.112814933,1.8401679990000002,1,1,153,29.3169,47.4272
830,Mauritius,Sub-Saharan Africa,2020,49,6.101299762999999,6.213463783,5.989135742,1.07366395,1.3956668380000001,0.7633894090000001,0.590838134,0.18689455100000002,0.084088229,2.006720543,1,1,153,-20.2529,57.5902
831,Kazakhstan,Commonwealth of Independent States,2020,50,6.0578999520000005,6.1426301,5.973169803999999,1.122594237,1.453267694,0.6987889409999999,0.497432142,0.15371379300000002,0.11046368599999999,2.021602631,1,1,153,48.86600000000001,69.77199999999999
